wave	name_CW	packet_name_1	packet_name_2	name_TGRC	name_CC	name_EA	name_PI	name_TS	name_BGV	name_FLA	name_LYC	name_TR	name_other	name_original_alonge	name_original_razifard	part_of_razifard	part_of_alonge	species	alonge_species	Taxon	SV Count	SV Collector Rank	SRA ID	Yield (bp)	Assigned_population	Country	Province	Collecting_locality	Local_name	Notes_from_original_collections	Latitude	Longitude	fresh_weight_(g)	dry_weight_(%)	locule_number_(count)	pericarp_thickness_(mm)	soluble_solids_(Brix)	beta-carotene_(mg/g_tissue)	lycopene_(mg/g_tissue)	citric_acid_(mg/g_tissue)	malic_acid_(mg/g_tissue)	glucose_(mg/g_tissue)	fructose_(mg/g_tissue)	alpha-tomatine_(mg/g_tissue)	dehydrotomatine_(mg/g_tissue)
1	CW0000	LA4345		LA4345									Heinz			FALSE	FALSE	lycopersicum	SLL																										
1	CW0001	LA0490		LA0490									VF-36			FALSE	FALSE	lycopersicum	SLL																										
1	CW0002	LA1994		LA1994									Tamaulipas			FALSE	FALSE	lycopersicum	SLL																										
1	CW0003	LA2661		LA2661									Nagcarlang			FALSE	FALSE	lycopersicum	SLL																										
1	CW0004	LA3120		LA3120									Malintka			FALSE	FALSE	lycopersicum	SLL																										
1	CW0005	LA4355		LA4355									Gold Nugget			FALSE	FALSE	lycopersicum	SLL																										
1	CW0006	LA2375		LA2375									San Marzano			FALSE	FALSE	lycopersicum	SLL																										
1	CW0007	LA3320		LA3320									Hotset			FALSE	FALSE	lycopersicum	SLL																										
1	CW0008	LA4792	Tegucigalpa	LA4792									Tegucigalpa		Tegucigalpa	TRUE	FALSE	lycopersicum							SLL	unknown	unknown	unknown	unknown	cultivar	unknown	unknown	22.5475	7.857142857	2.1375000000000002	4.5154722219999996	6	0.84751827300000004	41.280460890000001	4.3320754719999996	0.23961352699999999	16.98245614	18.399999999999999	8.9366000000000001E-4	1.5608500000000001E-4
1	CW0009	PI378994					PI378994							PI378994	PI378994	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	26358	3	SRR10343551	50113648717	unassigned	PER	Lima	unknown	unknown	no info	unknown	unknown	3.93797619	9.15066695	3.0946428570000002	1.366545455	5	1.1165386070000001	21.772573009999999	5.3230769230000003	0.348325359	10.443636359999999	16.266666669999999	9.56776E-4	1.3021500000000001E-4
1	CW0010	BGV008224							BGV008224						BGV008224	TRUE	FALSE	lycopersicum							SLL	NIC		Rio El Barco;, a 47 Km dirección Rama;Boaco	unknown	Flat red fruit to 2.5 cm in diameter. (1976). Collected along El Barco River, Boaco	12.05	-85.45	30.38333333	6.758717226	3.0625	2.6259166669999998	4.8	1.161724725	33.970653419999998	3.0099009900000002	0.43707317099999998	12.57142857	15.507692309999999	2.40151E-4	1.9199999999999999E-5
1	CW0011	BGV008070							BGV008070						BGV008070	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Tamaulipas	Rio Tamesi;Tamaulipas	unknown	"Coyote" Yellow fruited wild tomato. Rio Tamesi. 1977	22.216666669999999	-97.85	2.586120833	12.89473242	2	0.623	8.6	1.006985808	0	9.2634239229999995	0.26105134299999999	27.046867169999999	31.519658119999999	NA	NA
1	CW0012	LA4743		LA4743					BGV007902						BGV007902	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Puebla	mercado;Huanchinango;Puebla	Tomate Cuatomate;milpero	wild, spontaneous,Cuatomate ot tomato of "milpa"	20.166666670000001	-98.05	3.608125	9.709488963	2.0625	0.62322222199999999	5.7	3.4605873570000001	35.401344950000002	7.9579797980000002	0.16939199499999999	14.53936652	16.886769229999999	2.6914090000000001E-3	8.1442099999999996E-4
1	CW0013	EA00157			CC00157	EA00157		TS-683						EA00157		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2111	32	Pending	Pending																					
1	CW0014	BGV007931	LA4752	LA4752					BGV007931					BGV007931	BGV007931	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	11891	15	SRR10763451	66334287957	SLC MEX-CA-NSA	MEX	Sinaloa	La Biznaga.Ahomé;Sinaloa	Tomatillo	wild, wild, 1 cm, espontaneous, to make sauce	26.05	-109.3666667	1.307025	15.17953541	2.085714286	0.66817467900000005	10.35	3.2459366410000001	39.518235750000002	6.2420270860000002	0.120776773	34.351648359999999	34.520754719999999	5.0349959999999999E-3	9.5478299999999996E-4
1	CW0015	LA2662		LA2662									Saladette			FALSE	FALSE	lycopersicum	SLL																										
1	CW0016	LA1712		LA1712											LA1712	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	CRI	San Jose	Pejibaye	unknown	Two plants in city lot in front of the bank next to the fence, weed. Typical SLC features; no stigma extrusion	unknown	unknown	3.57875	9.746775297	2.0249999999999999	1.180117262	6	2.2642679800000001	63.41073798	9.0844477010000002	0.244660195	15.442857139999999	18.04843305	1.3222753E-2	1.123146E-3
1	CW0017	TR00023						TS-738				TR00023		TR00023		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum fresh	2336	24	Pending	Pending																					
1	CW0018	LA4783		LA4783					BGV014522						BGV014522	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	San Rafael del Rio Mayo.Cuñumbuqui.Lamas;San Martín	unknown	primitive cultivar in backyard	-6.4377777780000001	-76.580555559999993	13.565	8.161845086	3.2	1.46685	4.8	0.78026582200000005	28.711284070000001	6.4156862749999997	0.26138613900000002	12.646153849999999	17.63018868	7.6532599999999998E-4	3.98522E-4
2	CW0019	LA4668		LA4668					BGV006230						BGV006230	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Indanza.Limón Indanza;Morona Santiago	Tomate riñón	kidney tomate, primitive cultivar	-3.0630555560000001	-78.486388890000001	3.880416667	9.228023516	2.0499999999999998	0.938111111	6	1.347075531	45.533807250000002	7.1476635509999999	0.34009661800000002	13.57142857	16.76923077	4.382744E-3	1.1486619999999999E-3
2	CW0020	BGV006906	LA4701	LA4701					BGV006906					BGV006906	BGV006906	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	21597	2	Pending	Pending	SLC ECU	ECU	Morona Santiago	Yurupaza;Morona Santiago	unknown	backyard, primitive cultivar	-4.0333333329999999	-78.883333329999999	8.90625	9.747474747	2.2625000000000002	1.3234333330000001	6.7	1.3632551749999999	26.14856146	7.9425354300000004	0.30579774399999998	19.97874126	22.909262170000002	8.7199700000000001E-4	2.3933099999999999E-4
2	CW0021	LA4754		LA4754					BGV007934						BGV007934	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	MEX	Nayarit	Sentispac;Nayarif	Tomate	wild, wild, 1 cm, espontaneous, to make sauce	21.8	-105.33333330000001	1.899166667	13.33607084	2.2237903229999998	0.71675624999999998	8.15	0.57066984899999995	0	10.070166260000001	0.27197513200000001	21.596370239999999	26.201056609999998	NA	NA
2	CW0022	LA4770		LA4770					BGV012625						BGV012625	TRUE	FALSE	lycopersicum							SLC ECU	PER	Cuzco	Quillabamba;Cuzco	unknown		-13	-72.533333330000005	18.72541667	7.419685776	4.5750000000000002	2.4724166670000001	5	1.760649519	18.501588160000001	4.6769230769999997	0.33663366300000003	13.58545455	15.295999999999999	3.2875100000000001E-4	7.4099999999999999E-5
2	CW0023	LA4671		LA4671					BGV006234						BGV006234	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Zamora Chinchipe	Timbara.Zamora;Zamora Chinchipe	Tomate riñón	kidney tomate, primitive cultivar	-4.0269444439999997	-78.882777779999998	9.678333333	6.730109607	2.2999999999999998	1.8885833329999999	4.5999999999999996	2.5268893490000002	34.249661510000003	4.351401869	0.129292929	13.457142859999999	17.02641509	6.4427959999999998E-3	1.548018E-3
2	CW0024	LA4738		LA4738					BGV007894						BGV007894	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Puebla	Huauchinango; Puebla	Tomate	Huanchinango market, primitive cultivar	20.166666670000001	-98.05	10.30166667	8.409591507	2.4750000000000001	1.88375	6.1	2.94472355	23.223651499999999	5.4481121899999998	0.15851547199999999	15.595767199999999	18.139668180000001	0.26217361099999997	1.5494766E-2
2	CW0025	LA4731		LA4731					BGV007867						BGV007867	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	Mercado;Umán;Yucatán	Tomate zocato	Umán market, primitive cultivar	20.866666670000001	-89.733333329999994	65.96888889	6.753617424	4.8768939390000003	2.395472222	4.5	0.87817028900000005	17.712576250000001	2.9104761899999998	0.62178217800000002	11.764705879999999	16.15384615	8.9002850000000008E-3	2.189454E-3
2	CW0026	LA4793	Voyage	LA4793									Voyage		Voyage	TRUE	FALSE	lycopersicum							unassigned	unknown	unknown	unknown	unknown	cultivar	unknown	unknown	76.49692982	7.837450774	8.6666683330000005	2.2221111109999998	6.1	1.6959651549999999	36.13662884	6.0131485150000001	0.33944853899999999	14.514285709999999	16.94397678	8.3370600000000003E-4	2.3494E-4
2	CW0027	LA4756		LA4756					BGV007936						BGV007936	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	Tekax.Mérida;Yucatán	Tomate criollo	Local tomato "Manzano" type	20.966666669999999	-89.633333329999999	91.427	6.462091276	6.5652184780000002	3.2276961810000002	4.5	1.5043005739999999	32.679732389999998	2.562926563	0.41378664700000001	11.50056023	14.885631350000001	1.3483419E-2	1.964543E-3
2	CW0028	BGV008065							BGV008065						BGV008065	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Tarapoto;San Martín	unknown	Mercado de Abastos. 1975. Lot of 8-10 fruits, all cherry form, 3-5 cms. in diameter. Some quite pink [y]. Locally grown, and said to have disease tolerance in relation to esculentum varieties	-6.5	-76.349999999999994	15.10541667	7.008238356	4.3499999999999996	1.3042499999999999	5.25	1.1761487989999999	20.209218490000001	6.4312380950000003	0.25361163199999998	13.956043960000001	17.127384620000001	7.8692528999999997E-2	9.2567399999999994E-3
2	CW0029	BGV008218							BGV008218						BGV008218	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	CRI	Heredia	San Pablo;Heredia	unknown	Fruit 2cm in diameter. Locality: From San Pablo, Heredia province (1976)	10.016666669999999	-84.216666669999995	4.8575	10.14069264	2.1375000000000002	1.1519166670000001	6.4	2.5745081449999998	34.809332339999997	6.998130841	0.22912621399999999	16.68571429	20.523076920000001	NA	NA
2	CW0030	LA3317		LA3317									C-28	C-28		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	4358	N/A	SRR10208149	122304087568																					
2	CW0031	LYC2910			CC03058	EA03058		TS-700			LYC2910			LYC2910		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	4349	5	Pending	Pending																					
2	CW0032	EA01049			CC01049	EA01049		TS-275 / TS-676						EA01049		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	4306	22	Pending	Pending																					
2	CW0033	LA4788		LA4788					BGV015730						BGV015730	TRUE	FALSE	lycopersicum							SLC PER	PER	San Martín	El Triunfo.Jepelacio.Moyobamba;San Martín	unknown	in an orchard as a weed	-6.1475	-76.838333329999998	10.31125	7.961538462	2.5125000000000002	1.494066667	4.9000000000000004	2.6399859700000001	25.427533270000001	8.4118835409999999	0.39963057699999999	11.11428572	14.26182874	0.24600678500000001	1.4148288E-2
2	CW0034	BGV008223							BGV008223						BGV008223	TRUE	FALSE	lycopersicum							SLC MEX	HND	Yoro	Morazán;Yoro	unknown		13.91666667	-87.2	3.362916667	9.194867095	2	0.87355555600000001	5.7	4.9243868419999997	21.560385719999999	8.3963302750000004	0.18252427199999999	14.11929825	15.51698113	1.432677E-3	2.4512299999999998E-4
2	CW0035	LA4687		LA4687					BGV006779						BGV006779	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Napo	Las Colinas.Puerto Napo;Napo	unknown	Backyard, growing wild , SP or ceras?	-1.046666667	-77.795277780000006	13.33666667	7.479142906	2.0750000000000002	3.074638889	4.6500000000000004	1.327488572	43.284777769999998	5.9035795889999996	0.32256739400000001	12.45661376	15.45942685	1.4342269999999999E-3	2.2022E-4
2	CW0036	EA01155			CC01155	EA01155		TS-177 / TS-675						EA01155		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	1928	23	Pending	Pending																					
2	CW0037	EA01037			CC01037	EA01037		TS-735						EA01037		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3064	21	Pending	Pending																					
3	CW0038	BGV008061							BGV008061						BGV008061	TRUE	FALSE	lycopersicum							SLC PER	MEX	Vera Cruz	Jamapa;Vera Cruz	unknown	Coffee experiment station	19.033333330000001	-96.233333329999994	7.214583333	9.510111795	3.575657895	1.3187222220000001	6.6	1.8006945640000001	20.723009829999999	7.1445544549999997	0.28374384200000002	14.123076920000001	19.969230769999999	4.0022390000000003E-3	1.607228E-3
3	CW0039	LA4773		LA4773					BGV012639						BGV012639	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Guayas	Puna;Guayas	unknown		-2.733333333	-79.916666669999998	14.10108333	6.990279673	2	1.8975555559999999	4.2	1.3589511439999999	29.236521639999999	4.7515151519999996	1.4384615380000001	9.538461538	14.82264151	3.8594319999999999E-3	2.9629999999999999E-4
3	CW0040	BGV013161							BGV013161					BGV013161	BGV013161	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	10024	80	SRR10343554	53965206469	SLC PER	PER	San Martín	La Huarpia;San Martín	unknown	A garden (1981). Medium SLC type fruits with 2 locules 2.5 x 2.5 cm	-6.2166666670000001	-76.849999999999994	10.56291667	6.771356295	2.1	1.388212121	4.5999999999999996	1.3495013499999999	12.59997795	7.6862745099999996	0.30891089100000002	9.5418181820000001	11.532075470000001	6.7169141000000002E-2	5.0819230000000003E-3
3	CW0041	CATIE-11106-1	LA4790	LA4790									CATIE-11106-1		CATIE-11106-1	TRUE	FALSE	lycopersicum							unassigned	HND	Salvador	unknown	unknown	no info	14.3	-88.166667000000004	2.94625	9.464383938	2.1124999999999998	0.69858333299999997	5.5	3.1514103680000001	16.58623047	10.88627451	0.448309179	11.340350880000001	13.615094340000001	2.9944559999999999E-2	3.3405330000000001E-3
3	CW0042	LA4749		LA4749					BGV007920						BGV007920	TRUE	FALSE	lycopersicum							SLC MEX	MEX	San Luis Potosí	El Balcón.Xilitla;San Luis Potosí	Tomate coyol	backyard, wild, Coyol, > 1 cm	21.333333329999999	-99.033333330000005	4.602916667	8.697211155	2	0.98402777799999996	5.4	2.5791647649999998	35.61347928	7.3395222090000001	0.16933933200000001	14.259649120000001	18.488888889999998	2.8878530000000001E-3	1.0598300000000001E-3
3	CW0043	BGV007989	LA4758	LA4758					BGV007989					BGV007989	BGV007989	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	10654	14	SRR10763452	70163418505	SLC PER	PER	Apurímac	Molinopata;Apurímac	Tomate	no info	-13.633333329999999	-72.916666669999998	6.090555556	9.303641447	2.14	1.421055556	6.14	2.2229484519999998	19.381024360000001	6.5900990100000003	0.18550724599999999	17.312000000000001	18.311111109999999	0.106393245	2.9115471E-2
3	CW0044	PI647486					PI647486	TS-737				TR00022		TR00022		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3298	14	Pending	Pending																					
3	CW0045	LA4696		LA4696					BGV006881						BGV006881	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Macas;Morona Santiago	Tomatillo	backyard, primitive cultivar	-2.3036111109999999	-78.118888889999994	7.790416667	7.842823333	2.6749999999999998	1.236888889	4.6500000000000004	2.517337591	46.45060445	4.8688510269999998	0.20152922400000001	10.863937630000001	12.783407410000001	NA	NA
3	CW0046	TR00003						TS-672				TR00003		TR00003		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	3245	2	Pending	Pending																					
3	CW0047	BGV008100							BGV008100						BGV008100	TRUE	FALSE	lycopersicum							SLC PER	PER	Amazonas	Jumbilla;Amazonas	unknown	In a garden (1981).  Common name = "tomate de campo". Planted by natives, source of seed unknown	-5.9	-77.783333330000005	13.55041667	8.200156924	2.9125000000000001	1.681566667	4.4000000000000004	1.7220030150000001	47.61830672	4.6183653659999999	0.23684222899999999	10.119548869999999	14.493525719999999	2.1795300000000001E-4	3.26E-5
3	CW0048	LA4669		LA4669					BGV006231						BGV006231	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Morona Santiago	Sucúa.Sucúa;Morona Santiago	Tomate riñón	kidney tomate, primitive cultivar	-2.4813888890000002	-78.161944439999999	8.182777778	6.992130751	2.9750000000000001	1.564055556	4.3499999999999996	1.9688140620000001	28.25691973	6.5617141700000001	0.34029078000000001	10.426666669999999	12.515723270000001	9.3688001000000007E-2	1.5752835E-2
3	CW0049	LA4728		LA4728					BGV007863						BGV007863	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	San Eduardo;Yucatán	Tomate	farmland, primitive cultivar	21.216666669999999	-89.8	25.17708333	8.105218378	2.3624999999999998	3.377916667	5.2	0.80628263200000005	37.130802250000002	3.6934579439999999	0.42692307699999998	14.77818182	19.169811320000001	0.12165235100000001	1.5112606000000001E-2
3	CW0050	LA2706		LA2706		EA00840 / EA02936 / EA05097 / EA10006	PI262996	TS-2 / TS-660						LA2706		FALSE	TRUE	lycopersicum	SLL	S. lycopersicum vintage	2644	9	Pending	Pending																					
3	CW0051	LA4782		LA4782					BGV014519						BGV014519	TRUE	FALSE	lycopersicum							SLC San Martin	PER	San Martín	Rumisapa.Rumisapa.Lamas;San Martín	unknown	primitive cultivar in backyard	-6.4494444440000001	-76.471666670000005	12.89625	8.520644623	2.95	1.9873055559999999	4.5999999999999996	1.042643188	20.898444359999999	5.2862745100000001	0.18937198099999999	11.705263159999999	15.38461538	6.0407209999999998E-3	9.0123299999999998E-4
3	CW0052	BGV007992	LA4760	LA4760					BGV007992					BGV007992	BGV007992	TRUE	TRUE	lycopersicum	SLC	S. lycopersicum var. cerasiforme	17230	4	Pending	Pending	SLC ECU	PER	Cuzco	Chilcachaca;Cuzco	unknown	ceras similar to SP	-13	-72.533333330000005	5.122083333	10.2495074	2.0053571429999999	1.4136393519999999	6.2	3.315185585	54.990235669999997	8.0941176469999991	0.30439024399999998	18.133333329999999	19.71320755	7.214359E-3	1.5568209999999999E-3
3	CW0053	LA4689		LA4689					BGV006806						BGV006806	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Napo	Nueva Esperanza.Arosamena Tola;Napo	unknown	Backyard, growing wild	-1.1227777779999999	-77.820555560000003	5.6575	8.722767524	2.0625	1.7135416670000001	6	1.8016634819999999	51.367262500000002	8.3764705880000001	0.34396135300000003	16.285714290000001	17.871698110000001	1.0716658E-2	2.359178E-3
3	CW0054	BGV008051							BGV008051						BGV008051	TRUE	FALSE	lycopersicum							SLC MEX	MEX	Nuevo León	General Teran;Nuevo Leon	Jitomate silvestre	Jitomate silvestre', 1971	25.741263	-99.673722999999995	2.666295833	10.16806758	2.0553571430000002	0.85902777799999996	6.15	3.6595485569999999	28.811295619999999	7.7057958219999998	0.13875364700000001	11.1978022	13.308006280000001	NA	NA
3	CW0055	LA4763		LA4763					BGV008041						BGV008041	TRUE	FALSE	lycopersicum							SLC PER	PER	Cuzco	Paisanato;Cuzco	Tomate	Weed in coca plantation. Seeds collected from 20 plants. Sample sub-divided in 3 sub-samples. Some plants pear shaped fruits	-13	-72.533333330000005	10.19647222	8.474944687	2.1	2.0279722219999998	5.6	1.1392237519999999	20.029631909999999	4.9219047619999996	0.25365853700000002	15.775438599999999	17.600000000000001	7.2199999999999999E-4	1.5223799999999999E-4
3	CW0056	LA4729		LA4729					BGV007864						BGV007864	TRUE	FALSE	lycopersicum							SLL	MEX	Yucatán	San Eduardo;Yucatán	Tomate zocato	farmland, primitive cultivar "Zocato"	21.216666669999999	-89.8	69.26703431	7.239748313	5.4459459460000001	2.4694444440000001	4.5999999999999996	0.70407948399999998	28.397302799999999	3.674074074	0.58217821800000003	11.84	16.033333330000001	1.4137666E-2	3.9721690000000002E-3
4	CW0057	PI129026					PI129026								PI129026	TRUE	FALSE	lycopersicum							SLC ECU	ECU	Guayas	Market Guayaquil	unknown	SLL en ARS GRIN. Fruit medium, flat, rough, very deep scarlet. From the market at Guayaquil, (1938)	-2.016791	-80.060473000000002	65.11888889	7.577794907	11.34	2.5483611110000002	5.2	0.93469978899999995	43.995098489999997	4.6532110089999996	0.27307692300000003	9.8000000000000007	16.338461540000001	1.67092E-3	5.8923999999999999E-4
4	CW0058	LA4766		LA4766					BGV008348						BGV008348	TRUE	FALSE	lycopersicum							SLC MEX-CA-NSA	CRI	San José	San José	unknown		9.9354429999999994	-84.108196000000007	5.6875	8.74021164	2.2875000000000001	1.7716000000000001	5.0999999999999996	2.7371804129999999	31.482570389999999	7.4579488139999999	0.254037132	10.84835165	13.28194663	6.5312319999999997E-3	7.95384E-4
